invoice_id,customer_id,project_id,invoice_date,due_date,payment_date,subtotal,tax_rate,tax_amount,total,currency,status,payment_method,notes,terms
INV-002807,4020,PRJ-00870,2022-03-02,2022-04-01,,89926.68,0.08,7194.13,97120.81,USD,Cancelled,,,Net 15
INV-002808,3614,PRJ-00075,2021-10-21,2021-11-05,,24847.2,0.08,1987.78,26834.98,USD,Overdue,,Investment interesting station rule debate.,Net 45
INV-002809,1659,PRJ-01088,2020-09-22,2020-10-22,,30717.0,0.08,2457.36,33174.36,USD,Draft,,,Net 45
INV-002810,1,PRJ-00299,2023-01-29,2023-02-28,2023-02-25,19963.23,0.08,1597.06,21560.29,USD,Paid,Credit Card,,Net 15
INV-002811,73,PRJ-01052,2022-09-11,2022-09-26,,193470.18,0.08,15477.61,208947.78999999998,USD,Sent,,Discuss make sense trade enjoy new.,Net 15
INV-002812,2863,,2020-08-19,2020-09-18,,67479.04,0.08,5398.32,72877.35999999999,USD,Sent,,,Net 30
INV-002813,74,PRJ-00586,2023-12-08,2024-02-06,,127003.4,0.08,10160.27,137163.66999999998,USD,Overdue,,Large appear issue military read security instead.,Net 45
INV-002814,2689,PRJ-00814,2024-01-30,2024-03-30,2024-03-30,70519.31,0.08,5641.54,76160.84999999999,USD,Paid,Bank Transfer,Radio two building special.,Net 15
INV-002815,4481,PRJ-00644,2023-05-12,2023-06-26,2023-06-29,62608.28,0.08,5008.66,67616.94,USD,Paid,Bank Transfer,,Net 60
INV-002816,517,PRJ-00371,2023-11-11,2023-12-26,,199944.35,0.08,15995.55,215939.9,USD,Draft,,,Net 15
INV-002817,4362,PRJ-00098,2024-11-20,2025-01-04,2024-12-30,164577.19,0.08,13166.18,177743.37,USD,Paid,Check,,Net 15
INV-002818,1423,PRJ-00318,2022-01-02,2022-03-03,2022-02-23,57007.11,0.08,4560.57,61567.68,USD,Paid,Wire Transfer,Smile build once today.,Net 30
INV-002819,2194,PRJ-00665,2024-12-26,2025-01-10,,159639.13,0.08,12771.13,172410.26,USD,Cancelled,,,Net 45
INV-002820,4458,PRJ-00813,2023-05-14,2023-06-13,2023-06-08,21000.33,0.08,1680.03,22680.36,USD,Paid,PayPal,,Net 30
INV-002821,2287,PRJ-00998,2022-06-30,2022-07-30,,67292.75,0.08,5383.42,72676.17,USD,Overdue,,,Net 15
INV-002822,3584,PRJ-00766,2024-12-12,2025-01-26,,129148.85,0.08,10331.91,139480.76,USD,Overdue,,,Net 15
INV-002823,4423,,2023-04-05,2023-05-05,,128256.84,0.08,10260.55,138517.38999999998,USD,Sent,,Director and figure interview democratic improve own account.,Net 60
INV-002824,4957,PRJ-00333,2021-01-29,2021-03-30,,40012.42,0.08,3200.99,43213.409999999996,USD,Overdue,,,Net 30
INV-002825,4649,PRJ-01024,2020-09-04,2020-10-04,,187295.09,0.08,14983.61,202278.7,USD,Cancelled,,,Net 15
INV-002826,4507,PRJ-00615,2020-02-24,2020-04-09,2020-04-06,188911.6,0.08,15112.93,204024.53,USD,Paid,Check,,Net 30
INV-002827,319,PRJ-00337,2024-02-18,2024-04-18,,128311.52,0.08,10264.92,138576.44,USD,Cancelled,,,Net 15
INV-002828,4094,PRJ-00989,2023-05-09,2023-07-08,,18443.74,0.08,1475.5,19919.24,USD,Cancelled,,,Net 45
INV-002829,4451,PRJ-00337,2020-06-24,2020-07-24,,192670.01,0.08,15413.6,208083.61000000002,USD,Cancelled,,,Net 45
INV-002830,3263,PRJ-00687,2020-01-11,2020-02-25,,120130.58,0.08,9610.45,129741.03,USD,Overdue,,,Net 45
INV-002831,1569,PRJ-00833,2023-09-25,2023-11-24,,187292.23,0.08,14983.38,202275.61000000002,USD,Cancelled,,Again last expert investment former only.,Net 60
INV-002832,1878,PRJ-00421,2024-03-31,2024-04-15,,135351.23,0.08,10828.1,146179.33000000002,USD,Sent,,Rock audience baby decision lot year.,Net 15
INV-002833,851,,2021-09-01,2021-09-16,,163341.65,0.08,13067.33,176408.97999999998,USD,Sent,,Soon defense home seek.,Net 15
INV-002834,2966,PRJ-00032,2024-02-24,2024-04-24,,42770.99,0.08,3421.68,46192.67,USD,Overdue,,,Net 45
INV-002835,2028,PRJ-00065,2020-07-17,2020-08-31,,171858.85,0.08,13748.71,185607.56,USD,Cancelled,,,Net 30
INV-002836,731,PRJ-00912,2024-12-21,2025-01-20,2025-01-19,16640.04,0.08,1331.2,17971.24,USD,Paid,Check,,Net 30
INV-002837,3883,PRJ-00530,2024-05-08,2024-06-07,,116671.08,0.08,9333.69,126004.77,USD,Draft,,,Net 30
INV-002838,4596,PRJ-00914,2022-10-17,2022-12-01,,28333.41,0.08,2266.67,30600.08,USD,Cancelled,,,Net 30
INV-002839,4180,PRJ-00017,2021-12-15,2022-01-29,,108091.62,0.08,8647.33,116738.95,USD,Cancelled,,,Net 30
INV-002840,4317,PRJ-01130,2022-10-20,2022-12-19,,34476.61,0.08,2758.13,37234.74,USD,Overdue,,,Net 60
INV-002841,4753,PRJ-00151,2024-09-21,2024-11-20,,108070.85,0.08,8645.67,116716.52,USD,Overdue,,None seat feeling interesting road listen city.,Net 45
INV-002842,2171,PRJ-00243,2024-05-04,2024-05-19,,105569.65,0.08,8445.57,114015.22,USD,Overdue,,,Net 60
INV-002843,2124,PRJ-00516,2020-05-01,2020-06-30,,150083.78,0.08,12006.7,162090.48,USD,Draft,,,Net 15
INV-002844,3957,PRJ-00001,2020-04-27,2020-05-27,,141475.6,0.08,11318.05,152793.65,USD,Overdue,,,Net 30
INV-002845,123,PRJ-00104,2020-04-23,2020-05-08,2020-05-13,153704.22,0.08,12296.34,166000.56,USD,Paid,Bank Transfer,Project with page find.,Net 45
INV-002846,2938,PRJ-00169,2023-03-06,2023-03-21,,44186.24,0.08,3534.9,47721.14,USD,Sent,,Offer fund trip.,Net 45
INV-002847,3968,PRJ-01004,2020-05-15,2020-07-14,2020-07-08,79027.75,0.08,6322.22,85349.97,USD,Paid,Credit Card,Level bar include week item.,Net 60
INV-002848,3095,PRJ-00584,2023-04-21,2023-06-05,,192023.2,0.08,15361.86,207385.06,USD,Draft,,,Net 60
INV-002849,1611,PRJ-01052,2023-12-20,2024-01-04,,64791.29,0.08,5183.3,69974.59,USD,Sent,,,Net 30
INV-002850,4,PRJ-00077,2024-03-07,2024-03-22,2024-03-21,82275.47,0.08,6582.04,88857.51,USD,Paid,Bank Transfer,,Net 15
INV-002851,1846,PRJ-01070,2021-08-07,2021-09-21,,104958.53,0.08,8396.68,113355.20999999999,USD,Sent,,,Net 60
INV-002852,4263,PRJ-01151,2023-04-02,2023-05-02,,139963.93,0.08,11197.11,151161.03999999998,USD,Cancelled,,Democrat adult west from mission which.,Net 30
INV-002853,2738,PRJ-00287,2021-10-15,2021-11-29,2021-12-03,83161.91,0.08,6652.95,89814.86,USD,Paid,Credit Card,,Net 60
INV-002854,3675,,2023-07-03,2023-08-17,,178539.64,0.08,14283.17,192822.81000000003,USD,Sent,,,Net 30
INV-002855,3498,PRJ-01190,2024-01-15,2024-03-15,,155972.53,0.08,12477.8,168450.33,USD,Cancelled,,,Net 15
INV-002856,4898,PRJ-00370,2020-04-23,2020-05-23,,170931.61,0.08,13674.53,184606.13999999998,USD,Draft,,,Net 60
INV-002857,4689,PRJ-00332,2023-01-06,2023-02-20,2023-02-13,17248.02,0.08,1379.84,18627.86,USD,Paid,PayPal,,Net 30
INV-002858,2926,PRJ-00611,2022-06-13,2022-08-12,,6848.36,0.08,547.87,7396.23,USD,Cancelled,,Decade thought happen cell so save avoid interest.,Net 15
INV-002859,774,PRJ-00644,2020-04-03,2020-05-03,,48266.76,0.08,3861.34,52128.100000000006,USD,Overdue,,,Net 60
INV-002860,3597,PRJ-00611,2020-03-26,2020-04-25,,55198.33,0.08,4415.87,59614.200000000004,USD,Cancelled,,At laugh note.,Net 30
INV-002861,2925,PRJ-00512,2020-10-11,2020-12-10,,109093.06,0.08,8727.44,117820.5,USD,Cancelled,,Stage school wrong clearly painting top.,Net 60
INV-002862,2194,PRJ-00406,2024-03-11,2024-04-10,2024-04-11,27309.31,0.08,2184.74,29494.050000000003,USD,Paid,Wire Transfer,Actually over movie send prove executive many red.,Net 30
INV-002863,477,PRJ-01015,2021-03-18,2021-05-17,,17074.46,0.08,1365.96,18440.42,USD,Sent,,,Net 45
INV-002864,50,PRJ-00661,2020-05-31,2020-06-15,,78171.47,0.08,6253.72,84425.19,USD,Cancelled,,,Net 45
INV-002865,747,PRJ-00516,2023-11-18,2024-01-02,,139634.48,0.08,11170.76,150805.24000000002,USD,Cancelled,,,Net 30
INV-002866,4424,PRJ-00867,2022-01-02,2022-02-16,,141937.2,0.08,11354.98,153292.18000000002,USD,Draft,,,Net 15
INV-002867,1077,,2023-02-19,2023-04-05,,16242.38,0.08,1299.39,17541.77,USD,Overdue,,,Net 30
INV-002868,4668,,2022-10-20,2022-11-04,,92300.26,0.08,7384.02,99684.28,USD,Sent,,,Net 30
INV-002869,3290,PRJ-00256,2024-04-15,2024-06-14,,5359.7,0.08,428.78,5788.48,USD,Overdue,,Right account case later they week.,Net 30
INV-002870,511,PRJ-00358,2022-02-15,2022-04-01,,112666.35,0.08,9013.31,121679.66,USD,Sent,,Throughout know else activity management huge half.,Net 60
INV-002871,4504,PRJ-00307,2022-01-26,2022-03-12,,16005.68,0.08,1280.45,17286.13,USD,Sent,,Focus recently school teacher money pass.,Net 30
INV-002872,2341,PRJ-00869,2023-12-30,2024-01-14,2024-01-15,25976.18,0.08,2078.09,28054.27,USD,Paid,Bank Transfer,,Net 60
INV-002873,3309,PRJ-01072,2024-10-31,2024-12-30,2024-12-29,127956.94,0.08,10236.56,138193.5,USD,Paid,Bank Transfer,,Net 30
INV-002874,2568,PRJ-00768,2023-03-10,2023-05-09,,8474.58,0.08,677.97,9152.55,USD,Draft,,,Net 30
INV-002875,3851,PRJ-00371,2020-07-04,2020-08-18,,28956.58,0.08,2316.53,31273.11,USD,Draft,,,Net 15
INV-002876,447,PRJ-00302,2021-10-09,2021-11-23,,8315.1,0.08,665.21,8980.310000000001,USD,Cancelled,,Cell nothing media only think fact.,Net 30
INV-002877,3599,PRJ-00489,2021-08-29,2021-10-13,,5934.51,0.08,474.76,6409.27,USD,Sent,,Clear television majority.,Net 60
INV-002878,3905,PRJ-00314,2022-09-04,2022-10-04,,135672.1,0.08,10853.77,146525.87,USD,Sent,,Sense development response pull significant treat.,Net 15
INV-002879,2087,PRJ-00795,2022-08-02,2022-10-01,,78573.11,0.08,6285.85,84858.96,USD,Draft,,,Net 30
INV-002880,4519,PRJ-01129,2024-10-20,2024-12-19,,106541.4,0.08,8523.31,115064.70999999999,USD,Cancelled,,,Net 60
INV-002881,1595,PRJ-00320,2022-06-19,2022-08-03,,78239.29,0.08,6259.14,84498.43,USD,Overdue,,Less control such test hospital today.,Net 15
INV-002882,1112,PRJ-00195,2021-08-26,2021-09-25,,179648.04,0.08,14371.84,194019.88,USD,Overdue,,,Net 15
INV-002883,1341,PRJ-00781,2023-12-25,2024-01-09,2023-12-30,89655.04,0.08,7172.4,96827.43999999999,USD,Paid,Credit Card,,Net 15
INV-002884,4864,PRJ-00237,2024-10-30,2024-11-29,,9648.17,0.08,771.85,10420.02,USD,Sent,,Bank almost someone require part.,Net 60
INV-002885,4170,PRJ-00403,2024-09-16,2024-10-16,,130997.52,0.08,10479.8,141477.32,USD,Overdue,,Policy hot my church task condition.,Net 60
INV-002886,711,PRJ-00983,2023-01-21,2023-02-05,,192430.85,0.08,15394.47,207825.32,USD,Draft,,,Net 60
INV-002887,4889,PRJ-00510,2021-12-01,2021-12-31,,28821.68,0.08,2305.73,31127.41,USD,Overdue,,Attorney from wonder interview game last.,Net 30
INV-002888,2833,PRJ-01050,2023-01-28,2023-03-14,,174456.78,0.08,13956.54,188413.32,USD,Cancelled,,,Net 30
INV-002889,1169,PRJ-00146,2024-02-29,2024-04-29,2024-04-20,195711.15,0.08,15656.89,211368.03999999998,USD,Paid,Check,The social magazine evening quite else.,Net 60
INV-002890,4327,,2022-07-14,2022-09-12,,165468.34,0.08,13237.47,178705.81,USD,Cancelled,,,Net 30
INV-002891,3093,PRJ-01141,2021-01-28,2021-03-29,,115580.24,0.08,9246.42,124826.66,USD,Draft,,,Net 30
INV-002892,1175,PRJ-01053,2020-10-20,2020-12-19,,85834.66,0.08,6866.77,92701.43000000001,USD,Cancelled,,,Net 60
INV-002893,4229,PRJ-00792,2024-11-26,2024-12-11,2024-12-15,111024.19,0.08,8881.94,119906.13,USD,Paid,Check,Deal it hair tough happen idea tree attorney.,Net 30
INV-002894,1377,,2024-08-11,2024-10-10,,136254.21,0.08,10900.34,147154.55,USD,Draft,,Situation charge method guy election heavy food.,Net 45
INV-002895,1059,PRJ-00813,2023-11-09,2023-12-24,,41575.33,0.08,3326.03,44901.36,USD,Draft,,,Net 60
INV-002896,3707,PRJ-00662,2024-04-26,2024-06-10,2024-06-11,55078.01,0.08,4406.24,59484.25,USD,Paid,Check,,Net 30
INV-002897,2687,PRJ-00532,2024-04-12,2024-05-12,,96342.62,0.08,7707.41,104050.03,USD,Overdue,,Financial popular represent than save face.,Net 15
INV-002898,2781,PRJ-00642,2021-06-24,2021-07-09,,89016.37,0.08,7121.31,96137.68,USD,Overdue,,Better piece away expect choice air.,Net 15
INV-002899,131,,2020-12-02,2021-01-16,2021-01-19,111364.66,0.08,8909.17,120273.83,USD,Paid,PayPal,Most push recognize next medical campaign.,Net 15
INV-002900,1833,PRJ-00897,2022-06-19,2022-08-18,2022-08-21,27551.21,0.08,2204.1,29755.309999999998,USD,Paid,PayPal,Although talk million page reflect two school.,Net 45
INV-002901,4408,PRJ-00637,2023-02-24,2023-03-26,,36644.12,0.08,2931.53,39575.65,USD,Sent,,,Net 30
INV-002902,4385,PRJ-00236,2023-06-20,2023-07-05,,193064.45,0.08,15445.16,208509.61000000002,USD,Sent,,,Net 30
INV-002903,423,PRJ-00072,2022-04-30,2022-05-30,,14783.83,0.08,1182.71,15966.54,USD,Overdue,,,Net 30
INV-002904,3506,PRJ-00266,2020-12-27,2021-02-10,,106177.0,0.08,8494.16,114671.16,USD,Overdue,,Page reach campaign may four.,Net 30
INV-002905,4039,PRJ-01113,2022-07-25,2022-09-23,2022-09-14,139810.19,0.08,11184.82,150995.01,USD,Paid,Credit Card,Night could effect.,Net 45
INV-002906,1981,PRJ-00013,2024-12-02,2025-01-16,2025-01-08,12104.89,0.08,968.39,13073.279999999999,USD,Paid,Credit Card,,Net 15
INV-002907,4443,PRJ-01139,2020-12-14,2020-12-29,,50273.28,0.08,4021.86,54295.14,USD,Overdue,,Human your own little visit energy.,Net 60
INV-002908,1227,PRJ-00141,2022-05-03,2022-07-02,,54648.8,0.08,4371.9,59020.700000000004,USD,Sent,,,Net 60
INV-002909,2598,PRJ-01096,2024-09-25,2024-11-09,,27047.2,0.08,2163.78,29210.98,USD,Draft,,,Net 30
INV-002910,520,PRJ-00234,2020-01-20,2020-02-19,2020-02-10,135337.61,0.08,10827.01,146164.62,USD,Paid,Check,,Net 45
INV-002911,1469,PRJ-00814,2022-10-14,2022-11-13,,38521.6,0.08,3081.73,41603.33,USD,Overdue,,,Net 30
INV-002912,2166,PRJ-00657,2024-08-09,2024-09-23,2024-09-23,137826.24,0.08,11026.1,148852.34,USD,Paid,Wire Transfer,Show game campaign enjoy.,Net 60
INV-002913,4767,PRJ-00498,2024-06-26,2024-07-26,,179610.74,0.08,14368.86,193979.59999999998,USD,Cancelled,,Thing sea move week section.,Net 60
INV-002914,2464,PRJ-00936,2021-10-16,2021-11-30,,127846.97,0.08,10227.76,138074.73,USD,Sent,,,Net 15
INV-002915,3633,PRJ-00425,2023-06-22,2023-08-21,,171434.47,0.08,13714.76,185149.23,USD,Overdue,,,Net 60
INV-002916,1135,PRJ-00016,2021-08-17,2021-09-16,,198081.05,0.08,15846.48,213927.53,USD,Overdue,,,Net 45
INV-002917,4514,PRJ-00124,2020-05-26,2020-07-25,,162092.06,0.08,12967.36,175059.41999999998,USD,Cancelled,,,Net 45
INV-002918,3969,PRJ-00838,2023-06-28,2023-08-27,,169936.1,0.08,13594.89,183530.99,USD,Draft,,Million network teach tough drug mention perform.,Net 60
INV-002919,3963,,2020-08-29,2020-09-13,2020-09-14,56225.89,0.08,4498.07,60723.96,USD,Paid,PayPal,Voice design control eight model bring age fill.,Net 15
INV-002920,2234,PRJ-00288,2020-05-14,2020-06-13,,161159.93,0.08,12892.79,174052.72,USD,Overdue,,Responsibility evidence play support task year land.,Net 30
INV-002921,1007,PRJ-00683,2021-10-14,2021-12-13,,68228.69,0.08,5458.3,73686.99,USD,Sent,,,Net 15
INV-002922,3518,PRJ-01139,2022-02-01,2022-03-03,,197977.55,0.08,15838.2,213815.75,USD,Overdue,,Phone describe boy great.,Net 60
INV-002923,139,PRJ-01172,2022-04-05,2022-06-04,,106390.78,0.08,8511.26,114902.04,USD,Overdue,,,Net 30
INV-002924,4234,PRJ-00105,2020-01-13,2020-02-12,,67769.8,0.08,5421.58,73191.38,USD,Sent,,,Net 15
INV-002925,61,PRJ-00453,2021-04-01,2021-04-16,,78685.16,0.08,6294.81,84979.97,USD,Overdue,,,Net 15
INV-002926,709,,2020-10-02,2020-11-01,,37412.84,0.08,2993.03,40405.869999999995,USD,Sent,,,Net 60
INV-002927,3563,PRJ-00042,2020-07-22,2020-09-20,,54280.22,0.08,4342.42,58622.64,USD,Overdue,,,Net 30
INV-002928,3817,PRJ-00871,2024-08-20,2024-10-19,,44250.81,0.08,3540.06,47790.869999999995,USD,Draft,,,Net 30
INV-002929,852,PRJ-00966,2023-09-10,2023-10-25,,108592.51,0.08,8687.4,117279.90999999999,USD,Overdue,,,Net 60
INV-002930,3708,PRJ-00902,2020-03-08,2020-04-22,,110277.6,0.08,8822.21,119099.81,USD,Draft,,,Net 15
INV-002931,1184,PRJ-01046,2023-08-18,2023-10-02,,190880.32,0.08,15270.43,206150.75,USD,Sent,,,Net 45
INV-002932,4302,PRJ-00446,2023-11-03,2024-01-02,,197968.48,0.08,15837.48,213805.96000000002,USD,Draft,,Behind whom kitchen long mouth contain.,Net 45
INV-002933,2644,PRJ-00588,2021-04-27,2021-05-12,,68333.53,0.08,5466.68,73800.20999999999,USD,Draft,,,Net 30
INV-002934,2658,PRJ-00737,2023-06-17,2023-07-02,,158650.09,0.08,12692.01,171342.1,USD,Cancelled,,Film current shoulder pass PM.,Net 15
INV-002935,4059,PRJ-01035,2022-04-14,2022-06-13,,121459.98,0.08,9716.8,131176.78,USD,Overdue,,Can involve medical.,Net 30
INV-002936,4484,PRJ-00935,2023-03-29,2023-04-28,2023-04-21,89237.06,0.08,7138.96,96376.02,USD,Paid,Credit Card,,Net 30
INV-002937,2898,PRJ-00731,2023-01-24,2023-02-23,,189489.44,0.08,15159.16,204648.6,USD,Cancelled,,Head teacher situation quality.,Net 45
INV-002938,685,PRJ-00126,2023-05-16,2023-05-31,,10100.06,0.08,808.0,10908.06,USD,Cancelled,,,Net 15
INV-002939,4311,,2020-11-09,2020-11-24,,116690.87,0.08,9335.27,126026.14,USD,Overdue,,,Net 15
INV-002940,3318,PRJ-00711,2022-02-06,2022-03-08,,195117.48,0.08,15609.4,210726.88,USD,Sent,,Much themselves face cause think create charge lay.,Net 45
INV-002941,414,,2021-04-19,2021-05-19,,106270.56,0.08,8501.64,114772.2,USD,Draft,,,Net 45
INV-002942,4103,PRJ-00972,2020-09-27,2020-10-27,,6422.86,0.08,513.83,6936.69,USD,Cancelled,,,Net 45
INV-002943,2275,PRJ-01144,2023-05-26,2023-06-25,,51527.11,0.08,4122.17,55649.28,USD,Cancelled,,,Net 30
INV-002944,2427,PRJ-00714,2020-11-07,2020-12-22,2020-12-14,141613.29,0.08,11329.06,152942.35,USD,Paid,PayPal,Soldier long director cover interview.,Net 30
INV-002945,4203,PRJ-00582,2020-11-30,2021-01-14,,125336.78,0.08,10026.94,135363.72,USD,Overdue,,Raise away get use member.,Net 15
INV-002946,3355,PRJ-00064,2022-01-07,2022-02-06,,27862.68,0.08,2229.01,30091.690000000002,USD,Sent,,,Net 60
INV-002947,573,PRJ-00212,2024-04-17,2024-05-17,,115159.45,0.08,9212.76,124372.20999999999,USD,Cancelled,,,Net 45
INV-002948,1192,PRJ-00205,2024-05-17,2024-06-16,,118293.86,0.08,9463.51,127757.37,USD,Draft,,,Net 45
INV-002949,139,PRJ-00359,2021-10-13,2021-12-12,,60515.64,0.08,4841.25,65356.89,USD,Draft,,,Net 15
INV-002950,3474,PRJ-00610,2022-05-10,2022-06-09,,45245.75,0.08,3619.66,48865.41,USD,Overdue,,,Net 15
INV-002951,274,PRJ-00819,2021-01-23,2021-02-22,,125665.92,0.08,10053.27,135719.19,USD,Draft,,Act deep mission whole entire Congress help another.,Net 30
INV-002952,4987,,2020-02-06,2020-02-21,2020-02-12,7575.86,0.08,606.07,8181.929999999999,USD,Paid,Check,,Net 15
INV-002953,2300,PRJ-00808,2022-11-06,2023-01-05,,44505.84,0.08,3560.47,48066.31,USD,Draft,,Significant tree deep nothing heavy election nearly.,Net 15
INV-002954,3326,PRJ-00784,2020-12-24,2021-01-08,,172960.32,0.08,13836.83,186797.15,USD,Draft,,,Net 45
INV-002955,1735,PRJ-01064,2024-09-08,2024-11-07,,175142.8,0.08,14011.42,189154.22,USD,Overdue,,,Net 30
INV-002956,636,PRJ-01179,2020-11-24,2021-01-08,,71959.77,0.08,5756.78,77716.55,USD,Sent,,Stock individual meet within city.,Net 30
INV-002957,3510,PRJ-00215,2024-11-09,2024-11-24,,42141.12,0.08,3371.29,45512.41,USD,Overdue,,,Net 60
INV-002958,2744,PRJ-01041,2020-03-22,2020-05-06,,54427.96,0.08,4354.24,58782.2,USD,Sent,,,Net 30
INV-002959,57,PRJ-00980,2020-01-19,2020-03-19,2020-03-19,197771.56,0.08,15821.72,213593.28,USD,Paid,Wire Transfer,,Net 30
INV-002960,3551,PRJ-00759,2024-01-06,2024-02-05,,69870.57,0.08,5589.65,75460.22,USD,Sent,,Suddenly spring whom either represent.,Net 30
INV-002961,3745,PRJ-00537,2024-09-26,2024-10-11,,99510.59,0.08,7960.85,107471.44,USD,Overdue,,,Net 15
INV-002962,4639,PRJ-00654,2021-08-25,2021-10-09,,74216.18,0.08,5937.29,80153.46999999999,USD,Cancelled,,,Net 45
INV-002963,2185,PRJ-00692,2024-10-29,2024-11-13,,93334.13,0.08,7466.73,100800.86,USD,Overdue,,,Net 45
INV-002964,4822,PRJ-00984,2023-03-05,2023-04-04,,112877.11,0.08,9030.17,121907.28,USD,Cancelled,,Trip treat while.,Net 60
INV-002965,3435,,2022-03-01,2022-03-16,2022-03-14,133251.79,0.08,10660.14,143911.93,USD,Paid,Wire Transfer,American business plan.,Net 60
INV-002966,341,PRJ-00080,2020-07-29,2020-09-27,,132305.4,0.08,10584.43,142889.83,USD,Sent,,,Net 60
INV-002967,1279,PRJ-01045,2020-06-27,2020-08-11,,104913.61,0.08,8393.09,113306.7,USD,Draft,,,Net 15
INV-002968,4257,PRJ-00825,2024-12-22,2025-02-05,,80474.59,0.08,6437.97,86912.56,USD,Draft,,Spend charge nice.,Net 30
INV-002969,4320,PRJ-00402,2021-10-23,2021-12-22,,105915.51,0.08,8473.24,114388.75,USD,Overdue,,,Net 15
INV-002970,733,PRJ-01072,2020-04-27,2020-05-12,,54920.16,0.08,4393.61,59313.770000000004,USD,Cancelled,,,Net 15
INV-002971,4186,PRJ-01185,2021-08-17,2021-10-16,,96599.35,0.08,7727.95,104327.3,USD,Draft,,,Net 60
INV-002972,2211,PRJ-00429,2020-06-28,2020-07-13,,101266.18,0.08,8101.29,109367.46999999999,USD,Sent,,Significant after rock once become.,Net 60
INV-002973,4198,,2021-01-31,2021-03-02,,111295.69,0.08,8903.66,120199.35,USD,Sent,,,Net 30
INV-002974,4642,PRJ-01185,2021-08-02,2021-09-16,,48978.72,0.08,3918.3,52897.020000000004,USD,Overdue,,,Net 60
INV-002975,1698,,2020-03-21,2020-05-05,,164747.56,0.08,13179.8,177927.36,USD,Draft,,Accept bill student democratic health physical.,Net 30
INV-002976,3989,PRJ-00636,2021-07-31,2021-09-29,2021-09-28,12942.64,0.08,1035.41,13978.05,USD,Paid,Bank Transfer,,Net 60
INV-002977,4250,PRJ-00717,2021-01-25,2021-03-11,,8427.38,0.08,674.19,9101.57,USD,Overdue,,,Net 45
INV-002978,1862,PRJ-00758,2021-01-12,2021-01-27,,197002.92,0.08,15760.23,212763.15000000002,USD,Cancelled,,Difference development everybody notice teach sign size.,Net 15
INV-002979,4364,,2020-09-04,2020-10-04,,69257.77,0.08,5540.62,74798.39,USD,Draft,,Special early away toward.,Net 30
INV-002980,3477,PRJ-00317,2022-01-10,2022-03-11,,116588.59,0.08,9327.09,125915.68,USD,Draft,,Eye conference note.,Net 60
INV-002981,1820,,2023-02-15,2023-04-16,,151080.71,0.08,12086.46,163167.16999999998,USD,Overdue,,Majority push area.,Net 15
INV-002982,396,PRJ-01128,2022-11-14,2022-11-29,2022-12-03,52741.49,0.08,4219.32,56960.81,USD,Paid,PayPal,Study memory million physical soldier southern.,Net 45
INV-002983,824,,2022-12-04,2023-01-03,,24093.35,0.08,1927.47,26020.82,USD,Cancelled,,,Net 60
INV-002984,1280,,2024-01-06,2024-02-05,,116816.88,0.08,9345.35,126162.23000000001,USD,Sent,,,Net 15
INV-002985,29,PRJ-00531,2020-09-03,2020-10-03,,128105.91,0.08,10248.47,138354.38,USD,Sent,,,Net 45
INV-002986,1307,PRJ-00313,2022-09-14,2022-10-29,,194831.76,0.08,15586.54,210418.30000000002,USD,Overdue,,,Net 30
INV-002987,1916,PRJ-00738,2023-05-16,2023-06-15,,192721.36,0.08,15417.71,208139.06999999998,USD,Overdue,,Think education easy book thought case should very.,Net 45
INV-002988,876,PRJ-00415,2022-08-03,2022-09-17,,186794.23,0.08,14943.54,201737.77000000002,USD,Draft,,,Net 30
INV-002989,4251,PRJ-00481,2023-02-15,2023-03-17,,44411.7,0.08,3552.94,47964.64,USD,Draft,,Would term evidence hope important but.,Net 45
INV-002990,1007,PRJ-00676,2020-10-31,2020-12-15,,162591.3,0.08,13007.3,175598.59999999998,USD,Cancelled,,Picture our brother exactly result.,Net 60
INV-002991,346,PRJ-00638,2024-04-02,2024-06-01,2024-05-23,100156.53,0.08,8012.52,108169.05,USD,Paid,Wire Transfer,,Net 60
INV-002992,891,PRJ-00444,2020-03-28,2020-05-12,,169366.44,0.08,13549.32,182915.76,USD,Overdue,,,Net 30
INV-002993,525,PRJ-00052,2020-07-20,2020-08-19,,50965.69,0.08,4077.26,55042.950000000004,USD,Draft,,,Net 45
INV-002994,126,PRJ-00383,2021-07-19,2021-09-02,,137743.2,0.08,11019.46,148762.66,USD,Cancelled,,,Net 15
INV-002995,807,PRJ-00839,2020-04-02,2020-05-02,2020-05-07,75007.61,0.08,6000.61,81008.22,USD,Paid,Wire Transfer,,Net 15
INV-002996,2311,PRJ-00936,2022-04-30,2022-06-14,2022-06-15,98426.0,0.08,7874.08,106300.08,USD,Paid,Wire Transfer,Yet bad look believe fund.,Net 45
INV-002997,1326,PRJ-00160,2022-06-18,2022-08-17,,163111.73,0.08,13048.94,176160.67,USD,Sent,,,Net 45
INV-002998,4093,PRJ-01135,2021-06-23,2021-08-22,,50824.62,0.08,4065.97,54890.590000000004,USD,Draft,,Responsibility writer benefit read.,Net 15
INV-002999,4703,PRJ-00708,2022-05-26,2022-07-25,2022-07-22,176269.93,0.08,14101.59,190371.52,USD,Paid,Credit Card,Not likely goal national federal.,Net 45
INV-003000,2666,PRJ-00108,2020-03-02,2020-05-01,,57777.59,0.08,4622.21,62399.799999999996,USD,Overdue,,Short minute bit concern.,Net 30
